myhome_id,myhome_name,myhome_sub,ss_id,ss_name,ss_sub,score,method
"782","კახიანის 1 შესახვევი","ლოტკინი","475","კახიანის ქ.","ნაძალადევი",100,District
"783","კახიანის 2 შესახვევი","ლოტკინი","475","კახიანის ქ.","ნაძალადევი",100,District
"784","კახიანის 3 შესახვევი","ლოტკინი","475","კახიანის ქ.","ნაძალადევი",100,District
"21986","კალოუბნის ქ.","მესამე მასივი","203","კალოუბნის ქ.","მესამე მასივი",100,SubDistrict
"755","კაკაბაძე პ. ქუჩა; მოედანი","მთაწმინდა","335","დ. კაკაბაძის ქ.","ორხევი",100,Geospatial
"38496","კალანდაძე ბ. ქ.","ორთაჭალა","330","კალანდაძის ქ.","ორთაჭალა",84,SubDistrict
"1705","ძმები კაკაბაძეების ქუჩა; შესახვევიახვევები","მთაწმინდა","1018","ძმ. კაკაბაძეების ქ.","მთაწმინდა",87,SubDistrict
"30497","ნუგზარ კალანდაძის ქუჩა","გლდანი","330","კალანდაძის ქ.","ორთაჭალა",100,Global
"786","კედიას ქ.","დიდუბე","648","კედიას ქ.","დიდუბე",100,SubDistrict
"787","კეკელიძის ქ.","ვაკე","22","კეკელიძის ქ.","ვაკე",100,SubDistrict
"788","კელაპტრიშვილის ქ.","ლოტკინი","476","კელაპტრიშვილის ქ.","ნაძალადევი",100,District
"789","კერესელიძე ა. ქ.","დიდუბე","625","ა. კერესელიძის ქ.","დიდუბე",96,SubDistrict
"790","კერესელიძე ი. ქ.","ვერა","924","ი. კერესელიძის ქ.","ვერა",95,SubDistrict
"5028","ლ. კერესელიძის ქ.","მუხიანი","1475","ლ. კერესელიძის ქ.","მუხიანი",100,SubDistrict
"792","კეცხოველის ქუჩა; ყველა ლუწი","გლდანი","1311","III ა მიკრორაიონი - გლდანი","გლდანი",100,Geospatial
"22056","კერესელიძის ქ.","ქოშიგორა","1475","ლ. კერესელიძის ქ.","მუხიანი",100,Global
"799","კვესეთის ქ.","ელია","902","ნიაბის ქ.","ელია",100,Geospatial
"796","კვალითის ჩიხი","ელია","736","კვალითის ქ.","ჩუღურეთი",100,Global
"5886","კვარაცხელია ტ. ქ.","თბილისის ზღვა","1356","კვარაცხელიას ქ.","ივერთუბანი",100,District
"8353","კვერნაძის II შეს.","საბურთალო","1237","ბ.კვერნაძის ქ.","საბურთალო",88,SubDistrict
"3248","ბ. კვერნაძის ქ.","საბურთალო","1237","ბ.კვერნაძის ქ.","საბურთალო",100,SubDistrict
"797","კვალის ქუჩა; ჩიხი","მთაწმინდა","986","კვალის ქ.","მთაწმინდა",100,SubDistrict
"3240","დ. კვაჭანტირაძის ქ.","ვაზისუბანი","1248","კვაჭანტირაძის ქ.","ვაზისუბანი",100,SubDistrict
"794","კვალითის I შესახვევი","ელია","736","კვალითის ქ.","ჩუღურეთი",100,Global
"793","კვალითის ქუჩა; მოედანი","ელია","798","ფშავის ქ.","ელია",100,Geospatial
"795","კვალითის II შესახვევი","ელია","736","კვალითის ქ.","ჩუღურეთი",100,Global
"6658","ლეო კვაჭაძის ქ.","ლისი","2625","კვაჭაძის ქ.","ლისის ტბა",100,District
"1917","კიკეთი","კიკეთი","738","კიკეთის ქ.","ელია",100,Global
"800","კიევის ქ.","ჩუღურეთი","737","კიევის ქ.","ჩუღურეთი",100,SubDistrict
"801","კიკეთის ქ.","ელია","738","კიკეთის ქ.","ელია",100,SubDistrict
"805","კიშინიოვის ქ.","ლოტკინი","478","კიშინოვის ქ.","ნაძალადევი",93,District
"804","კისისხევის შესახვევი","ლოტკინი","477","კისისხევის ქ.","ნაძალადევი",100,District
"803","კისისხევის ქუჩა; შესახვევი","ლოტკინი","477","კისისხევის ქ.","ნაძალადევი",100,District
"802","კიკვიძის ქუჩა;შესახვევი; ჩიხი","კუკია","1122","ვ. კიკვიძის ქ.","ჩუღურეთი",100,District
"806","კლდეკარის ქ.","ლოტკინი","479","კლდეკარის ქ.","ნაძალადევი",100,District
"3087","კლაპროთი ჰ. ქ.","დიდი დიღომი","1235","ჰაინრიხ კლაპროთის ქ.","დიდი დიღომი",88,SubDistrict
"5628","კლდიაშვილი კ. ქ.","ვაკე","20","კ. კლდიაშვილის ქ.","ვაკე",100,SubDistrict
"807","კლდიაშვილის დ. ქ.","ჩუღურეთი","714","დ. კლდიაშვილის ქ.","ჩუღურეთი",100,SubDistrict
"809","კნოლევის II შესახვევი","ნაძალადევი","480","კნოლევის ქ.","ნაძალადევი",100,SubDistrict
"808","კნოლევის ქუჩა; შესახვევიახვევები","ნაძალადევი","585","დაისის ქ.","სანზონა",100,Geospatial
"826","კოჯრის ქ","სოლოლაკი","989","კოჯრის ქ.","მთაწმინდა",100,District
"812","კოდალოს ქ.","ლოტკინი","481","კოდალოს ქ.","ნაძალადევი",100,District
"813","კოდორის ქ.","ფონიჭალა","78","კოდორის ქ.","საბურთალო",100,Global
"814","კოკინაკის ქ","ნაძალადევი","482","კოკინაკის ქ.","ნაძალადევი",100,SubDistrict
"3102","კოსტავას ქ.","ვერა","927","კოსტავას ქ.","ვერა",100,SubDistrict
"3203","კოსტავას ქ.","საბურთალო","79","კოსტავას ქ.","საბურთალო",100,SubDistrict
"7352","კოსტავას ქ.","შინდისი","79","კოსტავას ქ.","საბურთალო",100,Global
"825","კოხრეიძის ქ.","ნაძალადევი","484","კოხრეიძის ქ.","ნაძალადევი",100,SubDistrict
"823","კოტეტიშვილის ქ","მთაწმინდა","987","კოტეტიშვილის ქ.","მთაწმინდა",100,SubDistrict
"816","კონსტიტუციის ქ.","ჩუღურეთი","739","კონსტიტუციის ქ.","ჩუღურეთი",100,SubDistrict
"815","კოკინაკის ჩიხი","ნაძალადევი","482","კოკინაკის ქ.","ნაძალადევი",100,SubDistrict
"5661","კოპცოვი ვ. ქ.","სამგორი","341","კოპცოვის ქ.","სამგორი",100,SubDistrict
"7791","კოსტავა მ. ქ.","დიდი დიღომი","79","კოსტავას ქ.","საბურთალო",100,District
"13486","კობალაძე მ. ქ.","ნაძალადევი","507","მიტინგის ქ.","ნაძალადევი",100,Geospatial
"6612","კოტეტიშვილი ლ. ქ.","ვარკეთილი","1363","ლადო კოტეტიშვილის ქ.","ვარკეთილი",91,SubDistrict
"821","კოსტავას I შეს.","ვერა","927","კოსტავას ქ.","ვერა",100,SubDistrict
"957","მაყაშვილი კოტეს ქ","ვერა","930","მაყაშვილის ქ.","ვერა",100,SubDistrict
"2874","კოსმონავტების სანაპ.","დიდუბე","1440","კოსმონავტების სანაპირო","დიდუბე",92,SubDistrict
"2822","კოსტავას II შეს.","ვერა","927","კოსტავას ქ.","ვერა",100,SubDistrict
"824","კოტეტიშვილის შესახვევი","მთაწმინდა","987","კოტეტიშვილის ქ.","მთაწმინდა",100,SubDistrict
"958","მაყაშვილი კოტეს ჩიხი","ვერა","930","მაყაშვილის ქ.","ვერა",100,SubDistrict
"817","კოსტავას ქუჩა (წყნეთი)","წყნეთი","79","კოსტავას ქ.","საბურთალო",100,Global
"980","მესხი კოტეს შესახვევი","მთაწმინდა","1075","სულხან-საბას ქ.","სოლოლაკი",100,Geospatial
"982","მესხი კოტეს III ჩიხი","მთაწმინდა","1018","ძმ. კაკაბაძეების ქ.","მთაწმინდა",100,Geospatial
"37437","კოშკოვანის ქ.","ისანი","857","კოშკოვანის ქ.","ავლაბარი",100,Global
"810","კობახიძის ქუჩა; შესახვევი","მთაწმინდა","926","კობახიძის ქ.","ვერა",100,District
"953","მარჯანიშვილი კოტეს ქუჩა 51/53","ჩუღურეთი","750","მარჯანიშვილის ქ.","ჩუღურეთი",100,SubDistrict
"819","კოსტავას ქუჩა #3-25, 4-18","საბურთალო","920","ვერის შეს.","ვერა",100,Geospatial
"818","კოსტავას ქუჩა #20-60, 27-61, 85ა","საბურთალო","695","ბენაშვილის ქ.","ჩუღურეთი",100,Geospatial
"820","კოსტავას ქუჩა #64-82, 63-75,67-85","ვერა","90","ნასიძის ქ.","საბურთალო",100,Geospatial
"951","მარჯანიშვილი კოტეს მოედანი","ჩუღურეთი","750","მარჯანიშვილის ქ.","ჩუღურეთი",100,SubDistrict
"952","მარჯანიშვილი კოტეს შესახვევი","ჩუღურეთი","750","მარჯანიშვილის ქ.","ჩუღურეთი",100,SubDistrict
"950","მარჯანიშვილი კოტეს ქუჩა; #38-58","ჩუღურეთი","750","მარჯანიშვილის ქ.","ჩუღურეთი",100,SubDistrict
"2843","კრწანისის ქ.","კრწანისი","331","კრწანისის ქ.","ორთაჭალა",100,Global
"832","კრწანისის II ჩიხი","ორთაჭალა","331","კრწანისის ქ.","ორთაჭალა",100,SubDistrict
"831","კრწანისის II შესახვევი","ორთაჭალა","331","კრწანისის ქ.","ორთაჭალა",100,SubDistrict
"828","კრწანისის ქ.","ორთაჭალა","331","კრწანისის ქ.","ორთაჭალა",100,SubDistrict
"21901","კრწანისის I ჩიხი","კრწანისი","331","კრწანისის ქ.","ორთაჭალა",100,Global
"833","კუმისის ქ","ჩუღურეთი","741","კუმისის ქ.","ჩუღურეთი",100,SubDistrict
"3563","კუმისის ქ.","ავლაბარი","741","კუმისის ქ.","ჩუღურეთი",100,Global
"837","კურსების ქ.","ლოტკინი","485","კურსების ქ.","ნაძალადევი",100,District
"839","კუფტინის ჩიხი","სოლოლაკი","1055","კუფტინის ქ.","სოლოლაკი",100,SubDistrict
"835","კუმისის შესახვევი","ჩუღურეთი","741","კუმისის ქ.","ჩუღურეთი",100,SubDistrict
"2661","ვ. კუპრაძის ქ.","ვარკეთილი","204","კუპრაძის ქ.","ვარკეთილი",100,SubDistrict
"22015","კუს ტბა","კუს ტბა","175","კუს ტბა","კუს ტბა",100,SubDistrict
"838","კუფტინის ქუჩა; შესახვევი","სოლოლაკი","1055","კუფტინის ქ.","სოლოლაკი",100,SubDistrict
"846","ლამის ქ","სვანეთის უბანი","992","ლამის ქ.","სვანეთის უბანი",100,SubDistrict
"858","ლარსის ქ","ვერა","928","ლარსის ქ.","ვერა",100,SubDistrict
"854","ლარეხის ქ","კუკია","742","ლარეხის ქ.","კუკია",100,SubDistrict
"844","ლალიონის ქ","კუკია","1378","ლალიონის შესახვევი","ჩუღურეთი",100,District
"840","ლაგოდეხის ქ","ავლაბარი","858","ლაგოდეხის ქ.","ავლაბარი",100,SubDistrict
"852","ლანდიას ქ.","ვარკეთილი","205","ლანდიას ქ.","ვარკეთილი",100,SubDistrict
"842","ლაითურის ქ.","ლოტკინი","1170","ლაითურის ქ.","ლოტკინი",100,SubDistrict
"843","ლაილაშის ქ.","კუკია","1124","ლაილაშის ქ.","კუკია",100,SubDistrict
"853","ლანჩხუთის ქ.","კუკია","1125","ლანჩხუთის ქ.","კუკია",100,SubDistrict
"851","ლამისყანის ქ.","ლოტკინი","487","ლამისყანის ქ.","ნაძალადევი",100,District
"11484","ლაღიძე მ. ქ.","ვარკეთილი","994","მ. ლაღიძის ქ.","მთაწმინდა",93,Global
"847","ლამის 1 ჩიხი","სვანეთის უბანი","992","ლამის ქ.","სვანეთის უბანი",100,SubDistrict
"848","ლამის 2 ჩიხი","სვანეთის უბანი","992","ლამის ქ.","სვანეთის უბანი",100,SubDistrict
"857","ლარეხის I ჩიხი","კუკია","742","ლარეხის ქ.","კუკია",100,SubDistrict
"6845","ლაგურაშვილი ლ. ქ.","მუხიანი","1189","ლაგურაშვილის ქ.","მუხიანი",100,SubDistrict
"859","ლარსის შესახვევი","ვერა","928","ლარსის ქ.","ვერა",100,SubDistrict
"3242","ა. ლაისტის ქ.","ორთაჭალა","1195","არტურ ლაისტის ქ.","ორთაჭალა",83,SubDistrict
"4503","ლ. ლაშხიას ქ.","დიღომი 1-9","1390","ლაშა ლაშხიას ქ.","დიღომი 1-9",86,SubDistrict
"845","ლალიონის შესახვევი","კუკია","1378","ლალიონის შესახვევი","ჩუღურეთი",100,District
"841","ლაგოდეხის შესახვევი","ავლაბარი","858","ლაგოდეხის ქ.","ავლაბარი",100,SubDistrict
"4897","ა. ლამბერტის ქ.","დიდი დიღომი","1154","ლამბერტის ქ.","დიდი დიღომი",100,SubDistrict
"860","ლაღიძე მიტროფანეს ქ.","მთაწმინდა","993","ლესია უკრაინკას ქ.","მთაწმინდა",100,Geospatial
"849","ლამის 2 შესახვევი","სვანეთის უბანი","992","ლამის ქ.","სვანეთის უბანი",100,SubDistrict
"850","ლამის 1 შესახვევი","სვანეთის უბანი","992","ლამის ქ.","სვანეთის უბანი",100,SubDistrict
"855","ლარეხის I შესახვევი","კუკია","742","ლარეხის ქ.","კუკია",100,SubDistrict
"856","ლარეხის II შესახვევი","კუკია","742","ლარეხის ქ.","კუკია",100,SubDistrict
"23084","რევაზ ლაღიძის ქ.","ოქროყანა","760","ორბელიანის ქ.","ჩუღურეთი",100,Geospatial
"864","ლენტეხის ქ","სვანეთის უბანი","2654","ლენტეხის ქ.","სვანეთის უბანი",100,SubDistrict
"3237","ლერწმის ქ.","ისანი","275","ლერწმის ქ.","ნავთლუღი",100,District
"862","ლებარდეს ქ.","კუკია","488","ლებარდეს ქ.","კუკია",100,SubDistrict
"863","ლეკიშვილის ქ.","თემქა","409","ლეკიშვილის ქ.","თემქა",100,SubDistrict
"8858","ლეჟავა ვ. ქ.","ვაკე","23","ლეჟავას ქ.","ვაკე",100,SubDistrict
"867","ჯ. ლეჟავას ქ.","ვაზისუბანი","2559","ჯუმბერ ლეჟავას შესახვევი","ვაზისუბანი",86,SubDistrict
"3464","მ. ლებანიძის ქ.","დიდუბე","634","მ.ლებანიძის ქ.","დიდუბე",100,SubDistrict
"870","ლესია უკრაინკას ქ.","მთაწმინდა","993","ლესია უკრაინკას ქ.","მთაწმინდა",100,SubDistrict
"868","მ. ლერმონტოვის ქ.","სოლოლაკი","1058","ლერმონტოვის ქ.","სოლოლაკი",100,SubDistrict
"7051","ლეონიძე გ. I შეს.","წყნეთი","960","არსენას ქ.","მთაწმინდა",100,Geospatial
"872","ლეჩხუმის I შესახვევი","ნაძალადევი","489","ლეჩხუმის ქ.","ნაძალადევი",100,SubDistrict
"873","ლეჩხუმის II შესახვევი","ნაძალადევი","489","ლეჩხუმის ქ.","ნაძალადევი",100,SubDistrict
"869","ლესელიძის ქუჩა (წყნეთი)","წყნეთი","2765","ლესელიძის ქ.","გლდანი",100,Global
"874","ლეჩხუმის III შესახვევი","ნაძალადევი","489","ლეჩხუმის ქ.","ნაძალადევი",100,SubDistrict
"866","ლეონიძის ქუჩა; შესახვევი","სოლოლაკი","1057","ლეონიძის ქ.","სოლოლაკი",100,SubDistrict
"871","ლეჩხუმის ქ.","ნაძალადევი","489","ლეჩხუმის ქ.","ნაძალადევი",100,SubDistrict
"14750","ლევან მიქელაძის ქ.","ვაკე","3","ლ.მიქელაძის ქ.","ვაკე",88,SubDistrict
"2821","ლვოვის ქ.","ვეძისი","138","ლვოვის ქ.","ვეძისი",100,SubDistrict
"875","ლიახვის ქ","სან. ზონა","598","ლიახვის ქ.","სანზონა",100,District
"887","ლიხაურის ქ","საბურთალო","82","ლიხაურის ჩიხი,","საბურთალო",100,SubDistrict
"877","ლიბანის ქ.","ავჭალა","364","ლიბანის ქ.","ავჭალა",100,SubDistrict
"880","ლიკანის ქ.","ნაძალადევი","490","ლიკანის ქ.","ნაძალადევი",100,SubDistrict
"3421","ლისის ტბა","ლისი","176","ლისის ტბა","ლისის ტბა",100,District
"882","ლისაშვილის ქ","ლოტკინი","491","ლისაშვილის ქ.","ნაძალადევი",100,District
"3101","ლიხაურის ქ.","საბურთალო","82","ლიხაურის ჩიხი,","საბურთალო",100,SubDistrict
"5888","ლიპტოვის ქ.","თბილისის ზღვა","1354","ლიპტოვის ქ.","ივერთუბანი",100,District
"876","ლიახვის ჩიხი","სან. ზონა","598","ლიახვის ქ.","სანზონა",100,District
"889","ლიხაურის ჩიხი","საბურთალო","82","ლიხაურის ჩიხი,","საბურთალო",100,SubDistrict
"885","ლისაშვილის ჩიხი","ლოტკინი","491","ლისაშვილის ქ.","ნაძალადევი",100,District
"879","ლიბანის I ჩიხი","ავჭალა","364","ლიბანის ქ.","ავჭალა",100,SubDistrict
"878","ლიბანის შესახვევი","ავჭალა","364","ლიბანის ქ.","ავჭალა",100,SubDistrict
"888","ლიხაურის შესახვევი","საბურთალო","82","ლიხაურის ჩიხი,","საბურთალო",100,SubDistrict
"883","ლისაშვილის შესახვევი","ლოტკინი","491","ლისაშვილის ქ.","ნაძალადევი",100,District
"890","ლიხის ქუჩა; ჩიხი","მთაწმინდა","1187","ს. ჟღენტის ქ.","მთაწმინდა",100,Geospatial
"1364","სტურუას ქუჩა (ლილო)","ლილო","1153","სტურუას ქ.","ლილო",100,SubDistrict
"891","ლომთათიძის ქ","ნაძალადევი","492","ლომთათიძის ქ.","ნაძალადევი",100,SubDistrict
"897","ლომონოსოვის ქ.","ვეძისი","139","ლომონოსოვის ქ.","ვეძისი",100,SubDistrict
"900","ლომოურის ჩიხი","ავლაბარი","1445","ლომოურის ქ.","ავლაბარი",100,SubDistrict
"905","ლოტკინის ხევი","ლოტკინი","624","ლოტკინი","ლოტკინი",100,SubDistrict
"9209","ლობჟანიძე ვ. ქ.","ისანი","1524","ლობჟანიძის ქ.","ისანი",84,SubDistrict
"8352","ლორთქიფანიძე მ. ქ.","საბურთალო","1241","ო.ლორთქიფანიძის ქ.","საბურთალო",89,SubDistrict
"894","ლომთათიძის I ჩიხი","ნაძალადევი","492","ლომთათიძის ქ.","ნაძალადევი",100,SubDistrict
"899","ლომოურის შესახვევი","ავლაბარი","1445","ლომოურის ქ.","ავლაბარი",100,SubDistrict
"895","ლომთათიძის II ჩიხი","ნაძალადევი","492","ლომთათიძის ქ.","ნაძალადევი",100,SubDistrict
"2853","ნ. ლომოურის ჩიხ.","ავლაბარი","1445","ლომოურის ქ.","ავლაბარი",100,SubDistrict
"904","ოთარ ლორთქიფანიძის ქ.","საბურთალო","1241","ო.ლორთქიფანიძის ქ.","საბურთალო",92,SubDistrict
"892","ლომთათიძის I შესახვევი","ნაძალადევი","492","ლომთათიძის ქ.","ნაძალადევი",100,SubDistrict
"893","ლომთათიძის II შესახვევი","ნაძალადევი","492","ლომთათიძის ქ.","ნაძალადევი",100,SubDistrict
"907","ლოჭინის ქუჩა; შესახვევი","კუკია","743","ლოჭინის ქ.","ჩუღურეთი",100,District
"898","ლომოურის ქუჩა; შესახვევი; ჩიხი","ავლაბარი","1445","ლომოურის ქ.","ავლაბარი",100,SubDistrict
"909","ლუბოვსკის ქ.","ლოტკინი","495","ლუბოვსკის ქ.","ნაძალადევი",100,District
"2696","ლუბლიანას ქ.","დიღმის მასივი","669","ლუბლიანის ქ.","დიღმის მასივი",93,SubDistrict
"910","ლუსინიანის ქ.","ავლაბარი","859","ლუსინიანის ქ.","ავლაბარი",100,SubDistrict
"3690","ლუბლიანას III ჩიხ.","დიღმის მასივი","672","ჩაჩავას ქ.","დიღმის მასივი",100,Geospatial
"959","მაყაშვილი მაროს ქ","ტაბახმელა","2550","მაყაშვილის ქ.","დიდი დიღომი",100,Global
"955","მაღაროს ქ","ლოტკინი","501","მაღაროს ქ.","ნაძალადევი",100,District
"964","მახათას ქ","ავლაბარი","861","მახათას ქ.","ავლაბარი",100,SubDistrict
"920","მამრაძის ქ","ჩუღურეთი","747","მამრაძის ქ.","ჩუღურეთი",100,SubDistrict
"942","მარნეულის ქ","ფონიჭალა","349","მარნეულის ქ.","ფონიჭალა",100,SubDistrict
"945","მარტყოფის ქ","ავლაბარი","860","მარტყოფის ქ.","ავლაბარი",100,SubDistrict
"937","მარაბდის ქ.","ვაკე","25","მარაბდის ქ.","ვაკე",100,SubDistrict
"961","მაჩაბლის ქ.","სოლოლაკი","1060","მაჩაბლის ქ.","სოლოლაკი",100,SubDistrict
"3118","მარსელის ქ.","გლდანი","1511","მარსელის ქ.","გლდანი",100,SubDistrict
"913","მაიაკოვსკის ქ","დიდუბე","649","მაიაკოვსკის ქ.","დიდუბე",100,SubDistrict
"923","მანაგაძის ქ.","ავჭალა","424","ა.მანაგაძის ქ.","ავჭალა",100,SubDistrict
"930","მანგლისის ქ.","ლოტკინი","498","მანგლისის ქ.","ნაძალადევი",100,District
"934","მანჯგალაძის ქ","ნაძალადევი","499","მანჯგალაძის ქ.","ნაძალადევი",100,SubDistrict
"939","მარელისის ქ.","ისანი","348","მარელისის ქ.","ფონიჭალა",100,District
"941","მარიჯანის ქ.","საბურთალო","1167","მარიჯანის ქ.","საბურთალო",100,SubDistrict
"944","მარტვილის ქ.","ორთაჭალა","312","მარტვილის ქ.","ორთაჭალა",100,SubDistrict
"962","მაჩხაანის ქ.","ლოტკინი","502","მაჩხაანის ქ.","ნაძალადევი",100,District
"13079","მანგლისის ქ.","ვარკეთილი","498","მანგლისის ქ.","ნაძალადევი",100,Global
"8490","მაყაშვილის ქ.","ზაჰესი","1327","გ.მაყაშვილის ქ.","ზაჰესი",100,SubDistrict
"949","მარუაშვილის ქ.","ჩუღურეთი","750","მარჯანიშვილის ქ.","ჩუღურეთი",80,SubDistrict
"10510","მახინჯაურის ქ.","ნაძალადევი","503","მახინჯაურის ქ.","ნაძალადევი",100,SubDistrict
"911","მაზნიაშვილის ქ.","ჩუღურეთი","745","მაზნიაშვილის ქ.","ჩუღურეთი",100,SubDistrict
"921","მამრაძის ხევი","ჩუღურეთი","748","მამრაძის ხევი,","ჩუღურეთი",100,SubDistrict
"931","მანიჟაშვილის ქ.","დიდუბე","745","მაზნიაშვილის ქ.","ჩუღურეთი",90,District
"918","მამასახლისოვის ქ.","საბურთალო","154","მამასახლისოვის ქ.","ვაჟა ფშაველას კვარტლები",100,District
"7764","მაყაშვილი ვ. ქ.","დიდი დიღომი","2550","მაყაშვილის ქ.","დიდი დიღომი",100,SubDistrict
"5314","26 მაისის ქ.","მუხიანი","1530","26 მაისის ქ.","გლდანულა",100,District
"7732","26 მაისის ქ.","კიკეთი","1089","26 მაისის მოედანი.","საბურთალო",100,Global
"11349","26 მაისის ქ.","სოფ. გლდანი","1530","26 მაისის ქ.","გლდანულა",100,District
"3513","მარკო პოლოს ქ.","დიდი დიღომი","1280","მარკო პოლოს ქ.","დიდი დიღომი",100,SubDistrict
"924","მანაგაძის I ჩიხ.","ავჭალა","424","ა.მანაგაძის ქ.","ავჭალა",88,SubDistrict
"928","მანაგაძის V ჩიხ.","ავჭალა","424","ა.მანაგაძის ქ.","ავჭალა",88,SubDistrict
"947","მარტყოფის I ჩიხი","ავლაბარი","860","მარტყოფის ქ.","ავლაბარი",100,SubDistrict
"956","მაღაროს შესახვევი","ლოტკინი","501","მაღაროს ქ.","ნაძალადევი",100,District
"965","მახათას შესახვევი","ავლაბარი","861","მახათას ქ.","ავლაბარი",100,SubDistrict
"915","მალხაზის შესახვევი","ნავთლუღი","277","მალხაზის ქ.","ნავთლუღი",100,SubDistrict
"925","მანაგაძის II ჩიხ.","ავჭალა","424","ა.მანაგაძის ქ.","ავჭალა",88,SubDistrict
"927","მანაგაძის IV ჩიხ.","ავჭალა","424","ა.მანაგაძის ქ.","ავჭალა",88,SubDistrict
"946","მარტყოფის შესახვევი","ავლაბარი","860","მარტყოფის ქ.","ავლაბარი",100,SubDistrict
"948","მარტყოფის II ჩიხი","ავლაბარი","860","მარტყოფის ქ.","ავლაბარი",100,SubDistrict
"3051","კ. მახარაძის ქ.","ვერა","1396","კოტე მახარაძის ქ.","ვერა",88,SubDistrict
"7132","მაჟალო-მიწების ქ.","კიკეთი","738","კიკეთის ქ.","ელია",100,Geospatial
"926","მანაგაძის III ჩიხ.","ავჭალა","424","ა.მანაგაძის ქ.","ავჭალა",88,SubDistrict
"3497","ე. მაისურაძის ქ.","ვარკეთილი","206","მაისურაძის ქ.","ვარკეთილი",100,SubDistrict
"17802","მუხრან მაჭავარიანის","ვაშლიჯვარი","1160","მუხრან მაჭავარიანის ქ.","ვაშლიჯვარი",100,SubDistrict
"3334","ვ. მახალდიანის ქ.","ჩუღურეთი","751","მახალდიანის ქ.","ჩუღურეთი",100,SubDistrict
"2354","ქ. მაღალაშვილის ქ.","თემქა","410","მაღალაშვილის ქ.","თემქა",100,SubDistrict
"2730","მ. მაჭავარიანის ქ.","ვაშლიჯვარი","1160","მუხრან მაჭავარიანის ქ.","ვაშლიჯვარი",91,SubDistrict
"3706","რ. მამისაშვილის ქ.","სამგორი","1314","მამისაშვილის ქ.","სამგორი",100,SubDistrict
"4813","მ. მაჭავარიანის ქ.","სოფ. დიღომი","1531","მუხრან მაჭავარიანის ქ.","საბურთალო",91,District
"4828","ა. მაჭავარიანის ქ.","დიდი დიღომი","1531","მუხრან მაჭავარიანის ქ.","საბურთალო",91,District
"1042","მრევლიშვილი მაყვალას ქ.","სოფ. გლდანი","509","მრევლიშვილის ქ.","ნაძალადევი",100,District
"3049","კ. მარჯანიშვილის ქ.","ჩუღურეთი","750","მარჯანიშვილის ქ.","ჩუღურეთი",100,SubDistrict
"929","მანავის ქუჩა; ჩიხები","ისანი","1382","აბრამიშვილის ქ.","ისანი",100,Geospatial
"5472","26 მაისის მოედანი","საბურთალო","1089","26 მაისის მოედანი.","საბურთალო",100,SubDistrict
"7765","მაყაშვილი ვ. I ჩიხ.","დიდი დიღომი","2550","მაყაშვილის ქ.","დიდი დიღომი",100,SubDistrict
"7734","26 მაისის I ჩიხ.","კიკეთი","1530","26 მაისის ქ.","გლდანულა",100,Global
"7740","26 მაისის V ჩიხ.","კიკეთი","1530","26 მაისის ქ.","გლდანულა",100,Global
"1121","ნიკო მარის II ჩიხი","ნაძალადევი","513","ნიკო მარის ქ.","ნაძალადევი",100,SubDistrict
"7735","26 მაისის VI ჩიხ.","კიკეთი","1530","26 მაისის ქ.","გლდანულა",100,Global
"7741","26 მაისის IV ჩიხ.","კიკეთი","1530","26 მაისის ქ.","გლდანულა",100,Global
"935","მანჯგალაძის I შესახვევი","ნაძალადევი","499","მანჯგალაძის ქ.","ნაძალადევი",100,SubDistrict
"936","მანჯგალაძის II შესახვევი","ნაძალადევი","499","მანჯგალაძის ქ.","ნაძალადევი",100,SubDistrict
"912","მათიაშვილის ქუჩა; შესახვევი","ისანი","235","მათიაშვილის ქ.","ისანი",100,SubDistrict
"4814","მ. მაჭავარიანის I ჩიხ.","სოფ. დიღომი","1496","მაჭავარიანის ქ.","ვერა",100,Global
"4829","ა. მაჭავარიანის I შეს.","დიდი დიღომი","1496","მაჭავარიანის ქ.","ვერა",100,Global
"1120","ნიკო მარის I შესახვევი","ნაძალადევი","513","ნიკო მარის ქ.","ნაძალადევი",100,SubDistrict
"1581","ჯონ-მალხაზ შალიკაშვილის ქ.","დიდი დიღომი","2574","ჯონ-მალხაზ შალიკაშვილის ქ.","დიდი დიღომი",100,SubDistrict
"1226","რვა მარტის ქუჩა; შესახვევი","მთაწმინდა","952","8 მარტის ქ.","მთაწმინდა",80,SubDistrict
"916","მამარდაშვილის ქუჩა # 1-17; 2-26","სვანეთის უბანი","746","მამარდაშვილის ქ.","სვანეთის უბანი",100,SubDistrict
"938","მარგიანის ქუჩა; შესახვევი; ჩიხი","საბურთალო","85","მარგიანის ქ.","საბურთალო",100,SubDistrict
"933","მანჯგალაძის ქუჩა #45-89, 65-90","ნაძალადევი","1430","იოსელიანის ქ.","ნაძალადევი",100,Geospatial
"917","მამარდაშვილის ქუჩა # 19-71; 28-74","ჩუღურეთი","746","მამარდაშვილის ქ.","სვანეთის უბანი",100,District
"1118","ნიკო მარის ქუჩა #1-21, 2-16","ნაძალადევი","533","სუმბათაშვილ-იუჟინის ქ.","ნაძალადევი",100,Geospatial
"8020","მარატ ნოზაძის ქ.","გლდანი","1551","მარატ ნოზაძის ქ.","მუხიანი",100,District
"22127","მახათას I შესახვევი","ივერთუბანი","1348","მახათას აღმართი","ივერთუბანი",100,SubDistrict
