myhome_id,myhome_name,myhome_sub,ss_id,ss_name,ss_sub,score,method
"3478","აბანოს ქ.","აბანოთუბანი","821","აბანოს II ჩიხი","აბანოთუბანი",100,SubDistrict
"9989","აბულის ქ.","ავლაბარი","2748","აბულაძის ქ.","ავლაბარი",80,SubDistrict
"6","აბაშელის ჩიხი","ვაკე","2","აბაშელის ქ.","ვაკე",100,SubDistrict
"3351","აბაშიძე ი. ქ.","ვაკე","18","ი.აბაშიძის ქ.","ვაკე",92,SubDistrict
"5962","აბაშიძე მ. ქ.","გლდანი","24","მ.აბაშიძის ქ.","ვაკე",94,Global
"7851","აბულაძე ი. ქ.","საბურთალო","2693","აბულაძის ქ.","საბურთალო",92,SubDistrict
"11640","აბაშიძე დ. ქ.","ავჭალა","713","დ. აბაშიძის ქ.","ჩუღურეთი",94,Global
"9291","აბაკელია თ. ქ.","მთაწმინდა","955","აბაკელიას ქ.","მთაწმინდა",100,SubDistrict
"19","აბესაძის 2 ჩიხი","კრწანისი","1025","აბესაძის ქ.","სოლოლაკი",100,District
"2776","აბელ ენუქიძის ქ.","აეროპორტის დას.","1312","ენუქიძის ქ.","აფრიკის დას",100,District
"1","აბანოს ქ.","აბანოთუბანი","821","აბანოს II ჩიხი","აბანოთუბანი",100,SubDistrict
"8","აბაშის ქ.","კუკია","674","აბაშის ქ.","კუკია",100,SubDistrict
"8737","აბაშიძე-ორბელიანი ნ. ქ.","დიდი დიღომი","1341","აბაშიძე-ორბელიანის ქ.","დიდი დიღომი",100,SubDistrict
"2","აბანოს შესახვევი","აბანოთუბანი","821","აბანოს II ჩიხი","აბანოთუბანი",100,SubDistrict
"4","აბასთუმანის ქ.","დიდუბე","628","აბასთუმნის ქ.","დიდუბე",94,SubDistrict
"3","აბანოს I ჩიხი","აბანოთუბანი","820","აბანოს I ჩიხი","აბანოთუბანი",100,SubDistrict
"25","აბუსერიძე ტბელის ქუჩა; გას; ჩიხები","სამგორი","260","აბუსერიძე ტბელის ქ.","ნავთლუღი",100,District
"14","ირაკლი აბაშიძის ქუჩა #1-53; 2-50","ვაკე","7","ბერძენიშვილის ქ.","ვაკე",100,Geospatial
"21","აბო თბილელის ქ.","აბანოთუბანი","1026","აბო თბილელის ქ.","სოლოლაკი",100,District
"10","დოდო აბაშიძის ქ.","ჩუღურეთი","731","კ.აბაშიძის ქ.","ჩუღურეთი",86,SubDistrict
"11","ვასო აბაშიძის ქ.","მთაწმინდა","973","ვ.აბაშიძის ქ.","მთაწმინდა",86,SubDistrict
"12","ვასო აბაშიძის ჩიხი","მთაწმინდა","973","ვ.აბაშიძის ქ.","მთაწმინდა",86,SubDistrict
"13","ირაკლი აბაშიძის ქუჩა # 55-87; 52-86","ვაკე","10","გრ. მუხაძის ქ.","ვაკე",100,Geospatial
"15","კიტა აბაშიძის ქ.","ჩუღურეთი","731","კ.აბაშიძის ქ.","ჩუღურეთი",86,SubDistrict
"21910","აბუსერიძე ტბელის ქ.","ისანი","260","აბუსერიძე ტბელის ქ.","ნავთლუღი",100,District
"16","ჰეიდარ აბაშიძის ქ.","ვეძისი","146","ჰ.აბაშიძის ქ.","ვეძისი",86,SubDistrict
"23","ზურაბ აბულაძის ქ.","ვარკეთილი","1482","აბულაძის ქ.","მესამე მასივი",100,District
"20","კობა აბზიანიძის ქ.","ორხევი","332","აბზიანიძის ქ.","ორხევი",100,SubDistrict
"5","ალექსანდრე აბაშელის ქ.","ვაკე","2","აბაშელის ქ.","ვაკე",100,Geospatial
"18","გია აბესაძის ქ.","აბანოთუბანი","1025","აბესაძის ქ.","სოლოლაკი",100,District
"24","თენგიზ აბულაძის ქ.","ვაკე","287","ტატიშვილის ქ.","ნავთლუღი",100,Geospatial
"1939","ნინო აბაშიძე-ორბელიანის ქ.","დიდი დიღომი","1341","აბაშიძე-ორბელიანის ქ.","დიდი დიღომი",100,SubDistrict
"7","გიორგი აბაშვილის ქ.","ვარკეთილი","191","აბაშვილის ქ.","მესამე მასივი",100,District
"9","გრიგოლ აბაშიძის ქ.","მთაწმინდა","973","ვ.აბაშიძის ქ.","მთაწმინდა",86,SubDistrict
"22","ხაჩატურ აბოვიანის ქ.","აბანოთუბანი","1454","ლ.ქართლელიშვილის ქ.","ნაძალადევი",100,Geospatial
"4872","აგარაკის ქ.","ნუცუბიძის ფერდობი","2764","აგარაკის ქ.","ლისის ტბა",100,District
"10910","აგიაშვილი ნ. ქ.","ჩუღურეთი","1295","აგიაშვილის ქ.","ნაძალადევი",100,Global
"29","აგლაძის ქუჩა #2","დიდუბე","629","აგლაძის ქ.","დიდუბე",100,SubDistrict
"6786","აგარაკი","ვაკე","2764","აგარაკის ქ.","ლისის ტბა",100,District
"26","აგარის ქ.","კუკია","675","აგარის ქ.","ჩუღურეთი",100,District
"21911","აგარას ქ.","ჩუღურეთი","675","აგარის ქ.","ჩუღურეთი",89,SubDistrict
"23281","მუხიანის აგარაკები","მუხიანი","1260","მუხიანის აგარაკები","მუხიანი",100,SubDistrict
"30","ადიგენის ქ.","კუკია","676","ადიგენის ქ.","ჩუღურეთი",100,District
"3411","ადიგენის ქ.","კუკია","676","ადიგენის ქ.","ჩუღურეთი",100,District
"5057","გ. ადამიას ქ.","თბილისის ზღვა","1349","გენო ადამიას ქ.","ივერთუბანი",86,District
"21899","ადრია ბენაშვილის ქ.","ჩუღურეთი","695","ბენაშვილის ქ.","ჩუღურეთი",100,SubDistrict
"3079","აეროპორტის დას.","აეროპორტის დას.","354","აეროპორტის დას.","აეროპორტის დას.",100,SubDistrict
"31","აეროდრომის დას; ქუჩები.","ვარკეთილი","192","აეროდრომის დას.","ვარკეთილი",84,SubDistrict
"33","აეროდრომის დასახლება III ქ.","ვარკეთილი","192","აეროდრომის დას.","ვარკეთილი",84,SubDistrict
"36","აეროდრომის დასახლება VII ქ.","ვარკეთილი","192","აეროდრომის დას.","ვარკეთილი",84,SubDistrict
"37","აეროდრომის დასახლება VIII ქ.","ვარკეთილი","192","აეროდრომის დას.","ვარკეთილი",84,SubDistrict
"39","აეროდრომის დასახლება X ქ.","ვარკეთილი","192","აეროდრომის დას.","ვარკეთილი",84,SubDistrict
"38","აეროდრომის დასახლება IX ქ.","ვარკეთილი","192","აეროდრომის დას.","ვარკეთილი",84,SubDistrict
"40","აეროდრომის დასახლება XI ქ.","ვარკეთილი","192","აეროდრომის დას.","ვარკეთილი",84,SubDistrict
"32","აეროდრომის დასახლება II შესახვევი","ვარკეთილი","192","აეროდრომის დას.","ვარკეთილი",84,SubDistrict
"34","აეროდრომის დასახლება III ქუჩა I გას","ვარკეთილი","192","აეროდრომის დას.","ვარკეთილი",84,SubDistrict
"35","აეროდრომის დასახლება III ქუჩა II გას","ვარკეთილი","192","აეროდრომის დას.","ვარკეთილი",84,SubDistrict
"41","აეროპორტის დასახლება 31-ე კორპუსის მოპირდაიპრედ","აეროპორტის დას.","354","აეროპორტის დას.","აეროპორტის დას.",84,SubDistrict
"42","აეროპორტის დასახლება 34-ე კორპუსის მიმდებარედ","აეროპორტის დას.","354","აეროპორტის დას.","აეროპორტის დას.",84,SubDistrict
"43","აეროპორტის დასახლება 38-ე კორპუსის მოპირდაიპრედ","აეროპორტის დას.","354","აეროპორტის დას.","აეროპორტის დას.",84,SubDistrict
"44","აეროპორტის დასახლება 41-ე კორპუსის მიმდებარედ","აეროპორტის დას.","354","აეროპორტის დას.","აეროპორტის დას.",84,SubDistrict
"1919","ავშნის ქ.","თემქა","1246","ავშნის ქ.","თემქა",100,SubDistrict
"4835","ავჭალის ქ.","ზაჰესი","1414","ავჭალის ქ.","ზაჰესი",100,SubDistrict
"45","ავთანდილის ქ.","დიდი დიღომი","956","ავთანდილის ქ.","დიდი დიღომი",100,SubDistrict
"7187","ავშნის შეს.","თემქა","1246","ავშნის ქ.","თემქა",100,SubDistrict
"3519","ავალიშვილი ზ. ქ.","ვაკე","2571","ავალიშვილის ქ.","ვაკე",100,SubDistrict
"3559","ავლაბრის მოედანი","ავლაბარი","880","ქეთევან წამებულის გამზ. (ავლაბარი)","ავლაბარი",100,Geospatial
"7182","ავალიშვილი გ, ქ.","მუხიანი","2571","ავალიშვილის ქ.","ვაკე",100,Global
"7190","ავშნის I ჩიხ.","თემქა","1246","ავშნის ქ.","თემქა",100,Geospatial
"7191","ავშნის III შეს.","თემქა","1246","ავშნის ქ.","თემქა",100,Geospatial
"7183","ავალიშვილი გ. I ჩიხ.","მუხიანი","2571","ავალიშვილის ქ.","ვაკე",100,Global
"7184","ავალიშვილი გ. II ჩიხ.","მუხიანი","2571","ავალიშვილის ქ.","ვაკე",100,Global
"47","ავლევის ქუჩა; შესახვევი","აბანოთუბანი","1028","ავლევის შეს.","სოლოლაკი",100,District
"46","ავლაბრის ქუჩა; გას; შესახვევი; ჩიხი","ავლაბარი","824","ავლაბრის ქ.","ავლაბარი",100,SubDistrict
"21887","შალვა აზმაიფარაშვილის ქ.","ისანი","2608","აზმაიფარაშვილის ქ","სამგორი",93,District
"2957","ათონელის ქ.","სოლოლაკი","1029","ათონელის ქ.","სოლოლაკი",100,SubDistrict
"3165","ათონელის ქ.","სოლოლაკი","1029","ათონელის ქ.","სოლოლაკი",100,SubDistrict
"4735","გ. ათონელის ქ.","სოფ. დიღომი","1029","ათონელის ქ.","სოლოლაკი",100,Global
"48","ათონელის ქუჩა; ჩიხი","მთაწმინდა","1029","ათონელის ქ.","სოლოლაკი",100,District
"7792","ასი ათასი მოწამის ქ.","დიდი დიღომი","1325","ასი ათასი მოწამის ქ.","დიდი დიღომი",100,SubDistrict
"21931","ოთხი ათასი მესხის I ჩიხი","სოფ. დიღომი","1176","მელიქ-სურხავის ქ.","დიდი დიღომი",100,Geospatial
"22045","გაბრიელ ათონელის მე-5 შესახვევი","სოფ. დიღომი","1428","ვ.ჭილაძის ქ.","დიდი დიღომი",100,Geospatial
"1372","სურგულაძე აკაკის ქ.","ნაძალადევი","567","ხიმშიაშვილის ქ.","ნაძალადევი",100,Geospatial
"49","აკეთის ქუჩა; შესახვევი; ჩიხი","სამგორი","573","აკეთის ქ.","სანზონა",100,Global
"59","ალექსიძე მერაბის ქუჩა (აკადემქალაქი)","საბურთალო","83","მ. ალექსიძის ქ.","საბურთალო",100,Geospatial
"1722","აკაკი წერეთლის გამზირი #1-15, 8-10","დიდუბე","627","ა.წერეთლის გამზ.","დიდუბე",86,SubDistrict
"21909","აკაკი ხორავას ქ.","გლდანი","950","ხორავას ქ.","ვერა",100,Global
"21900","აკაკი გელოვანის ქ.","დიღმის ჭალა","60","გელოვანის გამზ.","ვაშლიჯვარი",100,District
"1724","აკაკი წერეთლის გამზირი #69-149, 110-144, კორპუსი 8-12, 9-13","დიდუბე","627","ა.წერეთლის გამზ.","დიდუბე",86,SubDistrict
"1723","აკაკი წერეთლის გამზირი #12-12ა, 17-67, 42-74, კორპუსი 1-7, 2-6","დიდუბე","627","ა.წერეთლის გამზ.","დიდუბე",86,SubDistrict
"7821","ჯავახიშვილი ალ. ქ.","დიდი დიღომი","730","ი.ჯავახიშვილის ქ.","ჩუღურეთი",100,Global
"52","ალაზნის ქ","ავლაბარი","825","ალაზნის ქ.","ავლაბარი",100,SubDistrict
"55","ალგეთის ქ.","კრწანისი","299","ალგეთის ქ.","ორთაჭალა",100,Global
"50","ალადაშვილის ქ","ავლაბარი","677","ალადაშვილის ქ.","ავლაბარი",100,SubDistrict
"54","ალაზნის გას","ავლაბარი","825","ალაზნის ქ.","ავლაბარი",100,SubDistrict
"6593","ალავერდის ქ.","მუხიანი","1206","ალავერდის ქ.","ივერთუბანი",100,District
"11478","ალავერდის ქ.","თბილისის ზღვა","1206","ალავერდის ქ.","ივერთუბანი",100,District
"12344","ალადასტურის ქ.","ნავთლუღი","2687","ალადასტურის ქ.","აფრიკის დას",100,District
"9263","ალასანია მ. ქ.","ვეძისი","1555","მამია ალასანიას ქ.","ვეძისი",89,SubDistrict
"53","ალაზნის შესახვევი","ავლაბარი","825","ალაზნის ქ.","ავლაბარი",100,SubDistrict
"8354","ალექსიძის I შეს.","საბურთალო","2774","ლ. ალექსიძის ქ.","საბურთალო",88,SubDistrict
"8355","ალექსიძის II შეს.","საბურთალო","2774","ლ. ალექსიძის ქ.","საბურთალო",88,SubDistrict
"51","ალადაშვილის შესახვევი","ავლაბარი","677","ალადაშვილის ქ.","ავლაბარი",100,SubDistrict
"1769","ჭავჭავაძე ალექსანდრეს ქ","მთაწმინდა","957","ალ. ჭავჭავაძის ქ.","მთაწმინდა",100,Geospatial
"9264","ალასანია მ. I ჩიხ.","ვეძისი","138","ლვოვის ქ.","ვეძისი",100,Geospatial
"9265","ალასანია მ. II ჩიხ.","ვეძისი","138","ლვოვის ქ.","ვეძისი",100,Geospatial
"1771","ჭავჭავაძე ალექსანდრეს 1 ჩიხი","მთაწმინდა","1187","ს. ჟღენტის ქ.","მთაწმინდა",100,Geospatial
"1772","ჭავჭავაძე ალექსანდრეს 2 ჩიხი","მთაწმინდა","1187","ს. ჟღენტის ქ.","მთაწმინდა",100,Geospatial
"1770","ჭავჭავაძე ალექსანდრეს შესახვევი","მთაწმინდა","1187","ს. ჟღენტის ქ.","მთაწმინდა",100,Geospatial
"57","ალექსი-მესხიშვილის 1 შესახვევი","მთაწმინდა","426","ალექსი-მესხიშვილის ქ.","მთაწმინდა",100,SubDistrict
"56","ალექსი-მესხიშვილის ქუჩა; გას. ხევი","მთაწმინდა","426","ალექსი-მესხიშვილის ქ.","მთაწმინდა",100,SubDistrict
"963","მაჭავარიანი ალექსის ქუჩა (არაგვის ქუჩა)","ვერა","610","ქართლის ქ.","ნაძალადევი",100,Geospatial
"1553","ალექსანდრე ყაზბეგის გამზირი #1-25, 2-16","საბურთალო","1087","ალ.ყაზბეგის გამზ.","საბურთალო",80,SubDistrict
"1554","ალექსანდრე ყაზბეგის გამზირი #27-57; 18-46","საბურთალო","1087","ალ.ყაზბეგის გამზ.","საბურთალო",80,SubDistrict
"61","ისააკ ალიხანიანის ქ.","ისანი","826","ალიხანიანის ქ.","ავლაბარი",100,Global
"21898","ალექსანდრე გრიბოედოვის მოედანი","ჩუღურეთი","957","ალ. ჭავჭავაძის ქ.","მთაწმინდა",100,Geospatial
"7757","ამაღლების ქ.","კიკეთი","958","ამაღლების ქ.","მთაწმინდა",100,Global
"8456","ამაღლების ქ.","წავკისი","958","ამაღლების ქ.","მთაწმინდა",100,Global
"7030","ამბროლაურის ქ.","მუხიანი","1092","ამბროლაურის ქ.","საბურთალო",100,Global
"8872","ამაღლების I შეს.","სოლოლაკი","1031","ამაღლების ქ.","სოლოლაკი",100,SubDistrict
"8874","ამაღლების I ჩიხ.","სოლოლაკი","1031","ამაღლების ქ.","სოლოლაკი",100,SubDistrict
"8280","ამაშუკელი ე. შეს.","ნუცუბიძის ფერდობი","1141","ე. ამაშუკელის ქ.","ნუცუბიძის ფერდობი",100,SubDistrict
"8875","ამაღლების II ჩიხ.","სოლოლაკი","1031","ამაღლების ქ.","სოლოლაკი",100,SubDistrict
"4733","ამაღლების გასასვლელი","სოლოლაკი","958","ამაღლების ქ.","მთაწმინდა",100,Geospatial
"8873","ამაღლების III ჩიხ.","სოლოლაკი","964","ბოლო აღმართის ქ.","მთაწმინდა",100,Geospatial
"1985","ე. ამაშუკელის ქ.","ნუცუბიძის ფერდობი","1141","ე. ამაშუკელის ქ.","ნუცუბიძის ფერდობი",100,SubDistrict
"2747","ც. ამირეჯიბის ქ.","ისანი","211","ამირეჯიბის ქ.","ისანი",100,SubDistrict
"4676","ამირეჯიბი ჭ. გზატ.","ვაკე","211","ამირეჯიბის ქ.","ისანი",100,Global
"3233","დიმ. ამილახვარის ქ.","წყნეთი","2787","ამილახვარის ქ.","ისანი",100,Global
"40484","არჩილ ამაღლობელის ქ.","ბაგები","2772","ა. ამაღლობელის ქ.","ბაგები",90,SubDistrict
"62","ამაღლების ქ.","სოლოლაკი","1031","ამაღლების ქ.","სოლოლაკი",100,SubDistrict
"9970","ქართულ-ამერიკული მეგობრობის გამზ.","დიდი დიღომი","2758","ქართულ-ამერიკული მეგობრობის გამზირი","დიდი დიღომი",100,SubDistrict
"63","პეტრე ამირანაშვილის ქ.","თემქა","411","პ.ამირანაშვილის ქ.","თემქა",92,SubDistrict
"64","შალვა ამირანაშვილის ქ.","ორხევი","339","შ.ამირანაშვილის ქ.","ორხევი",92,SubDistrict
"65","ცაცა ამირეჯიბის ქ.","სამგორი","211","ამირეჯიბის ქ.","ისანი",100,District
"8361","ანუა ი. ქ.","საბურთალო","722","ვერჰარნის ქ.","ჩუღურეთი",100,Geospatial
"76","ანტონოვსკაიას ქ.","საბურთალო","1294","ანტონოვსკაიას ქ.","საბურთალო",100,SubDistrict
"2963","ანდრონიკაშვილი ლ. ქ.","დიდი დიღომი","1145","ანდრონიკაშვილის ქ.","დიდი დიღომი",100,SubDistrict
"8406","ანდრონიკაშვილი ე. ქ.","ლოტკინი","680","ელო ანდრონიკაშვილის ქ.","ლოტკინი",94,SubDistrict
"1203","ჟორდანია ანდროს ქ.","ფონიჭალა","347","ა.ჟორდანიას ქ.","ფონიჭალა",89,SubDistrict
"8418","ანდრონიკაშვილის I შეს.","ლოტკინი","680","ელო ანდრონიკაშვილის ქ.","ლოტკინი",87,SubDistrict
"77","ანჯაფარიძე ზურაბის ქ.","ისანი","228","ზ. ანჯაფარიძის ქ.","ისანი",81,SubDistrict
"2939","ვ. ანჯაფარიძის ქ.","ვერა","904","ანჯაფარიძის ქ.","ვერა",100,SubDistrict
"3137","ე. ანდრონიკაშვილის ქ.","ავჭალა","363","ე. ანდრონიკაშვილის ქ.","ავჭალა",100,SubDistrict
"13454","ანჯაფარიძე ზ. II შეს.","საბურთალო","2670","ზ. ანჯაფარიძის I შეს.","საბურთალო",94,SubDistrict
"2877","ანდრონიკაშვილი ლ. I შეს.","დიდი დიღომი","1145","ანდრონიკაშვილის ქ.","დიდი დიღომი",100,SubDistrict
"6737","ანდრონიკაშვილი ლ. I ჩიხ.","დიდი დიღომი","1145","ანდრონიკაშვილის ქ.","დიდი დიღომი",100,SubDistrict
"5721","მ. დადიანი-ანჩაბაძის ქ.","ნაძალადევი","2605","მ. დადიანი-ანჩაბაძის ქ.","ჩუღურეთი",100,Global
"3398","ა. ანდრონიკაშვილის III ჩიხ.","ვეძისი","1181","ა.ანდრონიკაშვილის ქ.","ვეძისი",100,SubDistrict
"21902","ანდრია რაზმაძის ქ.","გლდანულა","45","ცხვედაძის ქ.","ვაკე",100,Geospatial
"72","ნიკოლოზ ანთელავას ქ.","ჩუღურეთი","681","ანთელავას ქ.","ჩუღურეთი",100,SubDistrict
"74","ანტონ კათალიკოსის ქ.","სოლოლაკი","1024","ა. კათალიკოსის ჩიხი,","სოლოლაკი",90,SubDistrict
"73","ნიკოლოზ ანთელავას შესახვევი","ჩუღურეთი","681","ანთელავას ქ.","ჩუღურეთი",100,SubDistrict
"75","ანტონ კათალიკოსის ჩიხი","სოლოლაკი","1024","ა. კათალიკოსის ჩიხი,","სოლოლაკი",90,SubDistrict
"71","დავით ანდღულაძის ქ.","ისანი","212","ანდღულაძის ქ.","ისანი",100,SubDistrict
"69","ელეფთერ ანდრონიკაშვილის შესახვევი","ავჭალა","363","ე. ანდრონიკაშვილის ქ.","ავჭალა",93,SubDistrict
"39499","ზურაბ ანჯაფარიძის  I შეს.","საბურთალო","2670","ზ. ანჯაფარიძის I შეს.","საბურთალო",93,SubDistrict
"66","პეტრე მამრაძის (ანაკლიის) ქ.","კუკია","747","მამრაძის ქ.","ჩუღურეთი",100,Geospatial
"67","ანაპის 414-ე დივიზიის ქ.","თემქა","1150","ანაპის 414-ე დივიზიის ქ.","თემქა",100,SubDistrict
"68","ელეფთერ ანდრონიკაშვილის ქუჩა # 35-145","ავჭალა","363","ე. ანდრონიკაშვილის ქ.","ავჭალა",93,SubDistrict
"1698","9 აპრილის ქუჩა (წყნეთი)","წყნეთი","953","9 აპრილის ქ.","მთაწმინდა",100,Global
"1699","9 აპრილის ქუჩა; შესახვევი; ჩიხი","მთაწმინდა","953","9 აპრილის ქ.","მთაწმინდა",100,SubDistrict
"5781","არსენას ქ.","მთაწმინდა","960","არსენას ქ.","მთაწმინდა",100,SubDistrict
"8360","არშბა ს. ქ.","საბურთალო","1480","ს. არშბას ქ.","საბურთალო",100,SubDistrict
"6491","ართმელიძე დ. ქ.","ვეძისი","2536","ართმელიძის ქ.","ვეძისი",84,SubDistrict
"13015","არჩილ მეფის ქ.","დიდი დიღომი","1138","არჩილ მეფის ქ.","დიდი დიღომი",100,SubDistrict
"93","არმაზის შესახვევი","ავლაბარი","829","არმაზის ქ.","ავლაბარი",100,SubDistrict
"7357","300 არაგველის ქ.","შინდისი","823","300 არაგველის ქ.","ავლაბარი",100,Global
"7726","300 არაგველის ქ.","კიკეთი","823","300 არაგველის ქ.","ავლაბარი",100,Global
"300","გელოვანი არჩილის ქ.","საბურთალო","1090","ა.გელოვანის ქ.","საბურთალო",88,SubDistrict
"2003","არზაყან ემუხვარის ქ.","ვაშლიჯვარი","1283","არზაყან ემუხვარის ქ.","ვაშლიჯვარი",100,SubDistrict
"1291","300 არაგველის ჩიხი","ისანი","823","300 არაგველის ქ.","ავლაბარი",100,Global
"84","არბოს ქ.","სან. ზონა","575","არბოს ქ.","სანზონა",100,District
"12619","არაყიშვილი დ. II ჩიხ.","ვაკე","4","არაყიშვილის ქ.","ვაკე",100,SubDistrict
"92","არმაზის ქ.","ავლაბარი","829","არმაზის ქ.","ავლაბარი",100,SubDistrict
"94","არსენას ქ.","წყნეთი","960","არსენას ქ.","მთაწმინდა",100,Global
"1610","შიო არაგვისპირელის ჩიხი","ჩუღურეთი","682","არაგვისპირელის ქ.","ჩუღურეთი",100,SubDistrict
"7358","300 არაგველის I შეს.","შინდისი","823","300 არაგველის ქ.","ავლაბარი",100,Global
"89","ართვინის ქ.","კუკია","684","ართვინის ქ.","სვანეთის უბანი",100,District
"80","არარატის ქ.","ავლაბარი","827","არარატის ქ.","ავლაბარი",100,SubDistrict
"7727","300 არაგველის II ჩიხ.","კიკეთი","823","300 არაგველის ქ.","ავლაბარი",100,Global
"79","არალეთის ქ.","სან. ზონა","574","არალეთის ქ.","სანზონა",100,District
"85","არბოშიკის ქ.","ისანი","828","არბოშიკის ქ.","ავლაბარი",100,Global
"1287","300 არაგველის ქუჩა; აღმ","ისანი","823","300 არაგველის ქ.","ავლაბარი",100,Global
"1611","შიო არაგვისპირელის II ჩიხი","ჩუღურეთი","682","არაგვისპირელის ქ.","ჩუღურეთი",100,SubDistrict
"81","არარატის შესახვევი","ავლაბარი","827","არარატის ქ.","ავლაბარი",100,SubDistrict
"1609","შიო არაგვისპირელის შესახვევი","ჩუღურეთი","682","არაგვისპირელის ქ.","ჩუღურეთი",100,SubDistrict
"1288","300 არაგველის I შესახვევი","ისანი","823","300 არაგველის ქ.","ავლაბარი",100,Global
"86","არგვეთის ქ.","კუკია","427","არგვეთის ქ.","ნაძალადევი",100,Global
"1289","300 არაგველის II შესახვევი","ისანი","823","300 არაგველის ქ.","ავლაბარი",100,Global
"1290","300 არაგველის III შესახვევი","ისანი","823","300 არაგველის ქ.","ავლაბარი",100,Global
"90","ართვინის I ჩიხი","კუკია","684","ართვინის ქ.","სვანეთის უბანი",100,District
"91","ართვინის II ჩიხი","კუკია","684","ართვინის ქ.","სვანეთის უბანი",100,District
"1910","ჯორჯაძე არჩილის ქუჩა; შესახვევი; ჩიხი","მთაწმინდა","953","9 აპრილის ქ.","მთაწმინდა",100,Geospatial
"88","პეტრე არველაძის ქ.","ისანი","213","არველაძის ქ.","ისანი",100,SubDistrict
"87","ლავრენტი არდაზიანის ქ.","ვეძისი","128","არდაზიანის ქ.","ვეძისი",100,SubDistrict
"21895","300 არაგველის ქ.","ლილო","823","300 არაგველის ქ.","ავლაბარი",100,Global
"82","დიმიტრი არაყიშვილის ქ.","ვაკე","4","არაყიშვილის ქ.","ვაკე",100,SubDistrict
"83","დიმიტრი არაყიშვილის I ჩიხი","ვაკე","4","არაყიშვილის ქ.","ვაკე",100,SubDistrict
"1608","შიო არაგვისპირელის ქ.","ჩუღურეთი","682","არაგვისპირელის ქ.","ჩუღურეთი",100,SubDistrict
"114","ასხინის ქ.","კუკია","430","ასხინის ქ.","ნაძალადევი",100,Global
"2898","ასმათის ქ.","დიდი დიღომი","1200","ასმათის ქ.","დიდი დიღომი",100,SubDistrict
"109","ასპინძის I ქ.","სვანეთის უბანი","1131","ასპინძის ქ.","სვანეთის უბანი",100,SubDistrict
"8283","ასათიანი ლ. ქ.","ნუცუბიძის ფერდობი","1561","ლევან ასათიანის ქ.","ნუცუბიძის ფერდობი",88,SubDistrict
"11865","ასათიანი გ. ქ.","ნაძალადევი","2812","გ. ასათიანის ქ.","ნაძალადევი",100,SubDistrict
"103","ასკანის I ჩიხი","აბანოთუბანი","1032","ასკანის ქ.","სოლოლაკი",100,District
"102","ასკანის შესახვევი","აბანოთუბანი","1032","ასკანის ქ.","სოლოლაკი",100,District
"104","ასკანის II ჩიხი","აბანოთუბანი","1032","ასკანის ქ.","სოლოლაკი",100,District
"106","ასკანის IV ჩიხი","აბანოთუბანი","1032","ასკანის ქ.","სოლოლაკი",100,District
"105","ასკანის III ჩიხი","აბანოთუბანი","1032","ასკანის ქ.","სოლოლაკი",100,District
"97","ასათიანი ლ. I შეს.","სოლოლაკი","1056","ლ. ასათიანის ქ.","სოლოლაკი",100,SubDistrict
"99","ასათიანი ლ. I ჩიხ.","სოლოლაკი","1056","ლ. ასათიანის ქ.","სოლოლაკი",100,SubDistrict
"11866","ასათიანი გ. I შეს.","ნაძალადევი","2812","გ. ასათიანის ქ.","ნაძალადევი",100,SubDistrict
"98","ასათიანი ლ. II შეს.","სოლოლაკი","1056","ლ. ასათიანის ქ.","სოლოლაკი",100,SubDistrict
"11867","ასათიანი გ. II შეს.","ნაძალადევი","2812","გ. ასათიანის ქ.","ნაძალადევი",100,SubDistrict
"101","ასკანის ქ.","აბანოთუბანი","1032","ასკანის ქ.","სოლოლაკი",100,District
"4757","13 ასურელი მამის ქ.","დიდი დიღომი","1293","13 ასურელი მამის ქ.","დიდი დიღომი",100,SubDistrict
"112","ასურეთის ქ.","ლოტკინი","429","ასურეთის ქ.","ნაძალადევი",100,District
"108","ასპინძის ქ.","სვანეთის უბანი","1131","ასპინძის ქ.","სვანეთის უბანი",100,SubDistrict
"113","ასურეთის შესახვევი","ლოტკინი","429","ასურეთის ქ.","ნაძალადევი",100,District
"111","ასპინძის შესახვევი","სვანეთის უბანი","1131","ასპინძის ქ.","სვანეთის უბანი",100,SubDistrict
"4818","13 ასურელი მამის I შეს.","დიდი დიღომი","1293","13 ასურელი მამის ქ.","დიდი დიღომი",100,SubDistrict
"5754","13 ასურელი მამის II შეს.","დიდი დიღომი","1293","13 ასურელი მამის ქ.","დიდი დიღომი",100,SubDistrict
"110","ასპინძის II ქ.","სვანეთის უბანი","1131","ასპინძის ქ.","სვანეთის უბანი",100,SubDistrict
"96","ლადო ასათიანის ქ.","სოლოლაკი","1056","ლ. ასათიანის ქ.","სოლოლაკი",88,SubDistrict
"107","პავლე ასლანიდის ქ.","საბურთალო","1093","ასლანიდის ქ.","საბურთალო",100,SubDistrict
"100","მიხეილ ასათიანის ქ.","საბურთალო","84","მ.ასათიანის ქ.","საბურთალო",88,SubDistrict
"2609","ატენის ქ.","ვაკე","1257","ატენის ქ.","ვაკე",100,SubDistrict
"10651","ატოცის ქ.","კუკია","431","ატოცის ქ.","ნაძალადევი",100,Global
"2726","კ. აფხაზის ქ.","სოლოლაკი","1059","კოტე აფხაზის ქ.","სოლოლაკი",83,SubDistrict
